aer_ratings_tag,country_regional_group,country_classification__om__5_jan_2018_,department,project_name,modality,mode_of_financial_assistance,modality__financing_,source_of_funds,approved_amount__usd_mil_,disbursed_amount__usd_mil_,signed__committed_amount__usd_mil_,approval_date,approval_year,loan_grant_signing,loan_grant_effectivity__original_,loan_grant_effectivity__actual_,closing_date__estimate__ctl,closing_date__actual___ctl_,cofin__app_usd_mil_,cofin__act_usd_mil_,proj_cost__app_usd_mil_,proj_cost__act_usd_mil_,primary_sector__pcs_2014_,rrp_circulation_date__bod_,pcr_circulation_date__bod_,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrower_performance,pcr_ea_performance,pcr_adb_performance,pvr_circulation_date,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb__performance,pcr_quality,pper_circulation_date__bod_,pper_overall_rating,pper_relevance,pper_effectiveness,pper_efficiency,pper_sustainability,pper_borrower_performance,pper_ea_performance,pper_adb_performance,source_of_latest_rating,aer_reporting_year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
1,East Asia,Regular OCR-only,EARD,Acid Rain Control and Environmental Improvement Project,Project,Project loan,,OCR,147.0,112.35,147.0,2001,2001.0,2002.0,,2002.0,2006.0,2008.0,0.0,0.0,325.0,277.28,IND,,2009.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,East Asia,OCR Blend,EARD,Rural Finance Project,Project,Credit line (Loan),,COL,8.69,0.97,8.63254446,2001,2001.0,2002.0,,2002.0,2009.0,2007.0,5.602,,15.0,0.966,FIN,,2009.0,unsuccessful,relevant,nr,nr,nr,less than satisfactory,less than satisfactory,unsatisfactory,,unsuccessful,less than relevant,less than effective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,unsatisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,Crop Diversification Project,Project,Project loan,,COL,11.0,10.19,11.15141118,2000,2000.0,2001.0,,2001.0,2007.0,2008.0,0.0,0.0,14.04,12.5,ANR,,2009.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,Central and West Asia,OCR Blend,CWRD,Road Rehabilitation Project,Project,Project loan,,OCR,50.0,0.6,50.0,1998,1998.0,1999.0,,1999.0,2003.0,2002.0,0.0,0.0,83.5,0.6,TRA,,2009.0,unsuccessful,highly relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,unsuccessful,relevant,ineffective,nr,nr,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,South Asia,Regular OCR-only,SARD,Road Network Improvement Project,Project,Project loan,,COL,80.0,94.74,91.19355266,1998,1998.0,1999.0,,1999.0,2005.0,2009.0,16.0,22.4,123.3,183.1,TRA,,2009.0,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,Post Secondary Education Development Project,Project,Project loan,,COL,6.3,6.44,6.50724526,1998,1998.0,1999.0,,1999.0,2004.0,2009.0,0.0,0.0,10.5,9.8,EDU,,2009.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,Central and West Asia,OCR Blend,CWRD,Forestry Sector Project,Project,Sector loan,,COL,42.6,7.41,42.93674154,1995,1995.0,1996.0,,1996.0,2002.0,2007.0,0.0,9.86,56.0,19.48,ANR,,2009.0,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,less than successful,relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2010.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Economic Recovery Support Program - Subprograms 1 and 2,Program,Program grant,,ADF,10.0,10.0,10.0,2010,2010.0,2010.0,,2010.0,2010.0,2012.0,0.0,0.0,10.0,10.0,PSM,,2012.0,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Economic Recovery Support Program - Subprogram 1,Program,Program grant,,ADF,5.0,5.0,5.0,2010,2010.0,2010.0,,2010.0,2010.0,2011.0,,,,,MUL,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Economic Recovery Support Program - Subprogram 2,Program,Program grant,,ADF,5.0,5.0,5.0,2011,2011.0,2011.0,,2011.0,2012.0,2012.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,Crisis Recovery Support Program,Program,Program grant,,ADF,40.0,40.0,40.0,2009,2009.0,2009.0,,2009.0,2009.0,2010.0,0.0,0.0,40.0,40.0,PSM,,2010.0,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,Investment Climate Improvement Program System Support Project,Project,Project grant,,ADF,2.9,2.11,2.9,2008,2008.0,2008.0,,2008.0,2010.0,2012.0,0.0,0.0,3.625,2.349,FIN,,2013.0,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Emergency Assistance Project,Project,Project grant,,ADF,8.95,12.61,4.95,2007,2007.0,2007.0,,2007.0,2009.0,2013.0,4.0,7.84,9.75,13.37,TRA,,2011.0,successful,highly relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Commune Council Development Project 2,Project,Project grant,,ADF,7.8,7.79,7.8,2006,2006.0,2007.0,,2007.0,2009.0,2010.0,0.0,0.0,9.78,7.83,PSM,,2011.0,successful,highly relevant,effective,efficient,likely sustainable,nr,nr,nr,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Tonle Sap Rural Water Supply and Sanitation Sector Project,Project,Project grant,,ADF,18.0,17.93,18.0,2005,2005.0,2005.0,,2006.0,2012.0,2011.0,0.0,0.0,24.0,19.67,ANR,,2011.0,less than successful,highly relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
1,Central and West Asia,Regular OCR-only,CWRD,CAREC Regional Road Corridor Improvement Project,Project,Project loan,,COL/ADF,102.0,101.84,103.56961143,2007,2007.0,2007.0,,2008.0,2013.0,2014.0,0.0,0.0,148.0,135.59,TRA,,2014.0,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,CAREC Regional Road Corridor Improvement Project (Supplementary),Project,Project loan,,COL,23.0,22.951578440000002,23.95533135,2010,2010.0,2010.0,,2011.0,2013.0,2014.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,CAREC Regional Road Corridor Improvement Project,Project,Project grant,,ADF,25.6,25.52971263,25.6,2007,2007.0,2007.0,,2008.0,2013.0,2014.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,CAREC Regional Road Corridor Improvement Project,Project,Project loan,,COL,40.9,40.870040159999995,41.51428008,2007,2007.0,2007.0,,2007.0,2013.0,2013.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,CAREC Regional Road Corridor Improvement Project,Project,Project grant,,ADF,12.5,12.458599509999999,12.5,2007,2007.0,2007.0,,2007.0,2013.0,2014.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Public Sector Program—Subprograms 1 and 2 (Marshall Islands),Program,Program loan,,COL,14.5,14.87,14.68248467,2010,2010.0,2010.0,,2010.0,2011.0,2014.0,0.0,0.0,14.5,14.87,PSM,,2014.0,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Public Sector Program—Subprogram 1,Program,Program loan,,COL,9.5,9.97984647,9.71742651,2010,2010.0,2010.0,,2010.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Public Sector Program—Subprogram 2,Program,Program loan,,COL,5.0,4.893961099999999,4.96505816,2012,2012.0,2012.0,,2013.0,2013.0,2014.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
9,South Asia,OCR Blend,SARD,Second India Infrastructure Project Financing Facility,Project,MFF - Facility,MFF - Facility,OCR,700.0,700.0,700.0,2009,2009.0,2009.0,,2010.0,2014.0,2014.0,0.0,0.0,700.0,700.0,FIN,,2014.0,successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2015.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Second India Infrastructure Project Financing Facility - Tranche 1,Project,MFF-Tranche (Loan),,OCR,210.0,210.0,210.0,2009,2009.0,2009.0,,2010.0,2014.0,2011.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2015.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Second India Infrastructure Project Financing Facility - Tranche 2,Project,MFF-Tranche (Loan),,OCR,250.0,250.0,250.0,2010,2010.0,2011.0,,2011.0,2014.0,2012.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2015.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Second India Infrastructure Project Financing Facility - Tranche 3,Project,MFF-Tranche (Loan),,OCR,240.0,240.0,240.0,2011,2011.0,2012.0,,2012.0,2014.0,2014.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2015.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Public Expenditure Support Facility Program and Countercyclical Support Facility Program,Program,Program loan,,COL/OCR,744.85,746.29,748.0942296,2009,2009.0,2009.0,,2009.0,2010.0,2011.0,0.0,0.0,744.85,746.288,PSM,,2012.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public Expenditure Support Facility Program and Countercyclical Support Facility Program,Program,Program loan,,COL,44.85,45.305932119999994,45.854352,2009,2009.0,2009.0,,2009.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public Expenditure Support Facility Program and Countercyclical Support Facility Program,Program,Program loan,,COL,100.0,100.98209913,102.2398776,2009,2009.0,2009.0,,2009.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public Expenditure Support Facility Program and Countercyclical Support Facility Program,Program,Program loan,,OCR,100.0,100.0,100.0,2009,2009.0,2009.0,,2009.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public Expenditure Support Facility Program and Countercyclical Support Facility Program,Program,Program loan,,OCR,500.0,500.0,500.0,2009,2009.0,2009.0,,2009.0,2010.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
1,Southeast Asia,Regular OCR-only,SERD,Development Policy Support Program,Program,Program loan,,OCR,600.0,600.0,600.0,2008,2008.0,2008.0,,2008.0,2011.0,2011.0,0.0,0.0,600.0,600.0,PSM,,2013.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Fourth Development Policy Support Program,Program,Program loan,,OCR,200.0,200.0,200.0,2008,2008.0,2008.0,,2008.0,2009.0,2008.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Fifth Development Policy Support Program,Program,Program loan,,OCR,200.0,200.0,200.0,2009,2009.0,2009.0,,2009.0,2010.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Sixth Development Policy Support Program,Program,Program loan,,OCR,200.0,200.0,200.0,2010,2010.0,2011.0,,2011.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2013.0,,,,,,,,
1,Central and West Asia,OCR Blend,CWRD,Punjab Government Efficiency Improvement Program,Program,Program loan,,COL/OCR,408.8,406.9,410.31225934,2007,2007.0,2007.0,,2007.0,2008.0,2012.0,0.0,0.0,326.2,325.0,PSM,,2014.0,unsuccessful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,unsuccessful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Government Efficiency Improvement Program (Subprogram 1),Program,Program loan,,OCR,250.0,250.0,250.0,2007,2007.0,2007.0,,2007.0,2008.0,2008.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Capacity Building For Punjab Government Efficiency Improvement Program (Part of Subprogram 1),Project,TA loan,,COL,8.8,6.92251354,8.97871928,2007,2007.0,2007.0,,2007.0,2012.0,2012.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Government Efficiency Improvement Program (Subprogram 2),Program,Program loan,,OCR,75.0,75.0,75.0,2009,2009.0,2009.0,,2009.0,2010.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Government Efficiency Improvement Program (Subprogram 2),Program,Program loan,,COL,75.0,76.46587658,76.33354006,2009,2009.0,2009.0,,2009.0,2010.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Second Financial Sector Program Cluster (Subprograms 1-4),Program,Program loan,,COL,40.3,40.7,39.73515435,2007,2007.0,2008.0,,2008.0,2011.0,2011.0,0.0,0.0,40.3,40.704,FIN,,2011.0,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Second Financial Sector Program Cluster (Subprogram 1),Program,Program loan,,COL,10.0,10.47013622,10.07132373,2007,2007.0,2008.0,,2008.0,2008.0,2008.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Financial Sector Program II Cluster (Subprogram 2),Program,Program loan,,COL,10.3,10.45227066,9.80132418,2008,2008.0,2008.0,,2008.0,2009.0,2009.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Financial Sector Program II (Subprogram 3),Program,Program loan,,COL,10.0,9.60953392,9.86197968,2009,2009.0,2009.0,,2010.0,2010.0,2010.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Financial Sector Development Program II (Subprogram 4),Program,Program loan,,COL,10.0,10.17177966,10.00052676,2010,2010.0,2011.0,,2011.0,2011.0,2011.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Third Financial Sector Program,Program,Program loan,,COL,135.0,137.4,134.17501632,2007,2007.0,2008.0,,2008.0,2009.0,2011.0,0.0,0.0,135.0,137.4,FIN,,2014.0,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory (Subprogrogram1); less than satisfactory (Subprogram 2),satisfactory (subprogrogram 1); less than satisfactory (subprogram 2),less than satisfactory,,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory (subprogrogram 1); less than satisfactory (subprogram 2),less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Third Financial Sector Program Loan (Subprogram 1),Program,Program loan,,COL,75.0,76.57095402,75.5507331,2007,2007.0,2008.0,,2008.0,2009.0,2009.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Third Financial Sector Program Loan (Subprogram 2),Program,Program loan,,COL,60.0,60.79731062,58.62428322,2010,2010.0,2010.0,,2011.0,2011.0,2011.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
1,Southeast Asia,Regular OCR-only,SERD,Development Policy Support Program,Program,Program loan,,OCR/JBIC,750.0,750.0,750.0,2007,2007.0,2007.0,,2007.0,2007.0,2009.0,200.0,200.0,950.0,950.0,PSM,,2010.0,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Development Policy Support Program (Subprogram 1),Program,Program loan,,OCR,250.0,250.0,250.0,2007,2007.0,2007.0,,2007.0,2007.0,2007.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Development Policy Support Program (Subprogram 2),Program,Program loan,,OCR,250.0,250.0,250.0,2008,2008.0,2008.0,,2008.0,2009.0,2008.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Development Policy Support Program (Subprogram 3),Program,Program loan,,OCR,250.0,250.0,250.0,2009,2009.0,2009.0,,2009.0,2009.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2011.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Basic Education Sector Development Program,Program/Project,SDP loan,,COL/ADF,21.56,22.03,21.74427624,2006,2006.0,2007.0,,2007.0,2012.0,2014.0,0.0,0.0,24.73,25.25,EDU,,2014.0,highly successful,highly relevant,effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Basic Education Sector Development Program - Program Loan,Program,SDP - Program loan,,COL,8.9,9.39,9.08427624,2006,2006.0,2007.0,,2007.0,2010.0,2011.0,,,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Basic Education Sector Development Program - Project Grant,Project,SDP - Project grant,,ADF,12.66,12.64,12.66,2006,2006.0,2007.0,,2007.0,2012.0,2014.0,,,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2015.0,,,,,,,,
1,South Asia,Concessional assistance-only,SARD,Financial Sector Development Program,Program/Project,SDP loan,,COL,13.0,12.813,13.26195425,2006,2006.0,2007.0,,2007.0,2010.0,2012.0,0.0,0.0,13.5,13.31,FIN,,2013.0,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Financial Sector Development Program - Program Loan,Program,SDP - Program loan,,COL,11.0,11.45103209,11.221076,2006,2006.0,2007.0,,2007.0,2012.0,2012.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,South Asia,Concessional assistance-only,SARD,Financial Sector Development Program - Project Loan,Project,SDP - Project loan,,COL,2.0,1.3620299,2.04087825,2006,2006.0,2007.0,,2007.0,2012.0,2012.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,North–South Corridor Project,Project,Project loan,,ADF/COL/JFPR,140.9,175.13,177.68824363,2006,2006.0,2006.0,,2007.0,2017.0,2017.0,20.0,20.0,140.9,175.13,TRA,,2013.0,successful,highly relevant,highly effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,North–South Corridor Project,Project,Project loan,,COL,78.2,80.263046,77.68824363,2006,2006.0,2006.0,,2007.0,2017.0,2017.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,North–South Corridor Project,Project,Project grant,,ADF,40.0,37.67450872,40.0,2006,2006.0,2006.0,,2007.0,2011.0,2013.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Road Network Development Investment Program (Tranche 1),Project,MFF-Tranche (Grant),,ADF,60.0,53.6004936,60.0,2008,2008.0,2009.0,,2009.0,2012.0,2013.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,North–South Corridor Project,Project,Project grant,,Japan Fund for Poverty Reduction (JFPR),20.0,20.0,20.0,2006,2006.0,2006.0,,2006.0,2010.0,2010.0,20.0,20.0,,,TRA,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2014.0,,,,,,,,
1,Central and West Asia,OCR Blend,CWRD,Rawalpindi Environmental Improvement Project,Project,Project loan,,COL/OCR,60.0,13.7,59.93686172,2005,2005.0,2005.0,,2006.0,2011.0,2009.0,0.0,0.0,85.7,19.6,WUS,,2011.0,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Rawalpindi Environmental Improvement Project,Project,Project loan,,OCR,20.0,11.47388234,20.0,2005,2005.0,2005.0,,2006.0,2009.0,2009.0,,,,,WUS,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,PCR,2012.0,,,,,,,,
